Keyword,Visibility,Visibility Difference,Google HOU Rank,Google HOU Previous Rank,Google HOU Difference,Google HOU SERP Features,Google HOU URL Found,Google Mobile HOU Rank,Google Mobile HOU Previous Rank,Google Mobile HOU Difference,Google Mobile HOU SERP Features,Google Mobile HOU URL Found,Yahoo! Rank,Yahoo! Previous Rank,Yahoo! Difference,Yahoo! SERP Features,Yahoo! URL Found,Bing US Rank,Bing US Previous Rank,Bing US Difference,Bing US SERP Features,Bing US URL Found
nickel scrap prices,49%,4%,1,4,3,"Images (1), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/houston-tx-nickel-scrap-price/,2,4,2,"Featured Snippet (0), Images (1), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/houston-tx-nickel-scrap-price/,Not in top 30,Not in top 30,Stays out,,,Not in top 30,Not in top 30,Stays out,,
price of copper,43%,-1%,7,5,-2,"Videos (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/houston-tx-copper-price-per-pound/,3,4,1,"Thumbnail (0), Reviews (0), People Also Ask (0), Answers (0)",https://astrocityscrap.com/houston-tx-copper-price-per-pound/,Not in top 30,Not in top 30,Stays out,Images (0),,Not in top 30,Not in top 30,Stays out,,
price of copper per pound,49%,-1%,1,1,0,"Featured Snippet (1), Images (1), Videos (0), Reviews (0), People Also Ask (0), Ads Top (0)",https://astrocityscrap.com/pricing/,2,1,-1,"Featured Snippet (0), Videos (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/houston-tx-copper-price-per-pound/,Not in top 30,Not in top 30,Stays out,Videos (0),,Not in top 30,Not in top 30,Stays out,,
price of copper per pound in texas,85%,2%,3,1,-2,"Featured Snippet (0), Images (1), Videos (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/pricing/,3,1,-2,"Featured Snippet (0), Images (1), Videos (0), Thumbnail (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/pricing/,9,7,-2,Videos (0),https://astrocityscrap.com/houston-tx-copper-price-per-pound/,7,15,8,Videos (0),https://astrocityscrap.com/houston-tx-c…
radiators scrap houston,99%,25%,1,1,0,"Local Pack (1), Images (1), Videos (0), Thumbnail (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/metals-we-accept/radiators/,2,2,0,"Local Pack (0), Images (1), Videos (0), Thumbnail (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/metals-we-accept/radiators/,1,Not in top 30,Entered,Videos (0),https://astrocityscrap.com/metals-we-accept/radiators/,1(1),1(1),0,Local Pack (1),https://astrocityscrap.com/
recycle metal prices near me,48%,0%,2(2),2(3),0 (+1),"Local Pack (1), Videos (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,2(2),2(3),0 (+1),"Local Pack (1), Videos (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,Not in top 30,Not in top 30,Stays out,Videos (0),,Not in top 30,Not in top 30,Stays out,"Local Pack (0), Videos (0)",
recycling centre near me,38%,38%,8,Not in top 30,Entered,"Local Pack (0), People Also Ask (0)",https://astrocityscrap.com/houston-tx-aluminum-recycling-center-near-me/,8,Not in top 30,Entered,"Local Pack (0), People Also Ask (0)",https://astrocityscrap.com/houston-tx-aluminum-recycling-center-near-me/,Not in top 30,Not in top 30,Stays out,,,Not in top 30,Not in top 30,Stays out,Local Pack (0),
scrap alloys,48%,28%,2,18,16,"Videos (0), Videos (0), Thumbnail (1), Reviews (0)",https://astrocityscrap.com/,2,20,18,"Local Pack (1), Images (0), Videos (0), Videos (0), Thumbnail (0), Reviews (0)",https://astrocityscrap.com/,Not in top 30,Not in top 30,Stays out,Videos (0),,Not in top 30,Not in top 30,Stays out,"Local Pack (0), Images (0), Videos (0)",
scrap alloys houston tx,79%,-6%,1(2),1(1),0 (-1),"Local Pack (1), Images (1), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,7,1(2),-6,"Local Pack (0), Images (1), Videos (0), Thumbnail (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,7,9,2,Local Pack (0),https://astrocityscrap.com/metals-we-accept/alloys/,14,11,-3,Local Pack (0),https://astrocityscrap.com/houston-tx-scrap-yard
scrap aluminum houston tx,86%,-9%,1(3),2,1,"Local Pack (1), Images (1), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,1(3),1(1),0 (-2),"Local Pack (1), Images (1), Videos (0), Thumbnail (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,7,6,-1,"Local Pack (0), Videos (0)",https://astrocityscrap.com/houston-tx-aluminum-scrap-metal-prices/,12,1(3),-11,"Local Pack (0), Videos (0)",https://astrocityscrap.com
scrap aluminum prices near me,50%,4%,1,4,3,"Local Pack (1), Videos (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/houston-tx-scrap-aluminum-prices-near-me/,1(2),3,2,"Local Pack (1), Videos (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,Not in top 30,Not in top 30,Stays out,Videos (0),,Not in top 30,Not in top 30,Stays out,"Local Pack (0), Videos (0)",
scrap carbide,50%,-3%,1,1(3),0,"Images (0), Videos (0), Thumbnail (0), Reviews (0), Knowledge Panel (0), People Also Ask (0)",https://astrocityscrap.com/houston-tx-carbide-scrap-near-me/,1,1(3),0,"Images (0), Videos (0), Videos (0), Thumbnail (0), Reviews (0), Knowledge Panel (0), People Also Ask (0)",https://astrocityscrap.com/houston-tx-carbide-scrap-near-me/,Not in top 30,Not in top 30,Stays out,"Images (0), Videos (0)",,Not in top 30,27,Dropped,"Images (0), Videos (0)",
scrap copper price,50%,4%,1,4,3,"Images (1), Videos (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/houston-tx-copper-price-per-pound/,1,3,2,"Images (1), Videos (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/houston-tx-copper-price-per-pound/,Not in top 30,Not in top 30,Stays out,Videos (0),,Not in top 30,Not in top 30,Stays out,Videos (0),
scrap copper price per pound,50%,0%,1,1,0,"Featured Snippet (1), Images (1), Videos (0), Thumbnail (0), People Also Ask (0)",https://astrocityscrap.com/houston-tx-copper-recycling-prices/,1,1,0,"Featured Snippet (1), Videos (0), Thumbnail (0), People Also Ask (0)",https://astrocityscrap.com/houston-tx-copper-price-per-pound/,Not in top 30,Not in top 30,Stays out,Videos (0),,Not in top 30,Not in top 30,Stays out,Videos (0),
scrap copper prices,49%,-1%,1,1,0,"Images (1), Videos (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/pricing/,2,1,-1,"Local Pack (0), Images (1), Videos (0), Reviews (0), People Also Ask (0), Ads Top (0)",https://astrocityscrap.com/pricing/,Not in top 30,Not in top 30,Stays out,Videos (0),,Not in top 30,Not in top 30,Stays out,"Local Pack (0), Videos (0)",
scrap copper prices near me,50%,0%,1,1(1),0,"Local Pack (1), Videos (0), Thumbnail (0), People Also Ask (0)",https://astrocityscrap.com/houston-tx-copper-price-per-pound/,1(1),1(1),0,"Local Pack (1), Images (1), Videos (0), Thumbnail (0), People Also Ask (0)",https://astrocityscrap.com/,Not in top 30,Not in top 30,Stays out,Videos (0),,Not in top 30,Not in top 30,Stays out,Local Pack (0),
scrap copper to sell near me,60%,10%,1,1(3),0,"Local Pack (0), Videos (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/houston-tx-best-copper-scrap-prices-near-me/,2,1(2),-1,"Local Pack (0), Videos (0), People Also Ask (0)",https://astrocityscrap.com/houston-tx-best-copper-scrap-prices-near-me/,24,Not in top 30,Entered,Videos (0),https://astrocityscrap.com/houston-tx-where-to-sell-copper-wire-near-me/,25,Not in top 30,Entered,"Local Pack (0), Videos (0)",https://astrocityscrap.com/houston-tx-where-to...
scrap lead,50%,5%,1,4(1),3,"Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/houston-tx-scrap-lead-near-me/,1,4(1),3,"Local Pack (0), Images (1), Videos (0), Videos (0), Thumbnail (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/houston-tx-scrap-lead-near-me/,Not in top 30,Not in top 30,Stays out,"Images (0), Videos (0)",,Not in top 30,Not in top 30,Stays out,"Images (0), Videos (0)",
scrap metal,45%,-2%,4,3,-1,"Local Pack (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,4,3,-1,"Local Pack (0), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,Not in top 30,Not in top 30,Stays out,"Local Pack (0), Videos (0)",,Not in top 30,Not in top 30,Stays out,"Local Pack (0), Images (0)",
scrap metal company near me,46%,-1%,3,3,0,"Local Pack (1), Videos (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,4,3,-1,"Local Pack (0), Videos (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,Not in top 30,Not in top 30,Stays out,Videos (0),,Not in top 30,Not in top 30,Stays out,"Local Pack (0), Videos (0)",
scrap metal dealers 77008,99%,1%,1(3),1(3),0,"Local Pack (1), Images (1), Thumbnail (1), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,1(3),1(3),0,"Local Pack (1), Images (1), Thumbnail (1), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,2,2,0,Local Pack (0),https://astrocityscrap.com/scrap-metal-dealers-77008/,1(3),2(2),1,Local Pack (1),https://astrocityscrap.com/
"scrap metal dealers Harris County, TX",96%,-2%,3,2,-1,"Local Pack (0), Images (1), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,3,2,-1,"Local Pack (0), Images (1), Videos (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,2,2,0,Local Pack (0),https://astrocityscrap.com/scrap-metal-dealers-harris-county-tx/,1,1(1),0,Local Pack (0),https://astrocityscrap.com/scrap-metal-dealers-harris-county-tx
"scrap metal dealers Houston, TX",78%,-15%,4,3,-1,"Local Pack (0), Images (0), Thumbnail (1), Reviews (0)",https://astrocityscrap.com/,4,3,-1,"Local Pack (0), Images (0), Videos (0), Thumbnail (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,11,4,-7,"Local Pack (0), Videos (0)",https://astrocityscrap.com/,11,2(4),-9,"Local Pack (0), Videos (0)",https://astrocityscrap.com
"scrap metal dealers The Heights, TX",100%,1%,1(1),1(1),0,"Local Pack (1), Images (1), Thumbnail (1), People Also Ask (0)",https://astrocityscrap.com/,1(1),1(1),0,"Local Pack (1), Images (1), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,1,2,1,,https://astrocityscrap.com/scrap-metal-dealers-the-heights-tx/,1(1),1(1),0,Local Pack (1),https://astrocityscrap.com/
scrap metal houston,84%,9%,4,1(2),-3,"Local Pack (0), Images (0), Videos (0), Thumbnail (1), Reviews (0)",https://astrocityscrap.com/,4,1(2),-3,"Local Pack (0), Images (0), Videos (0), Thumbnail (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,14,Not in top 30,Entered,"Local Pack (0), Videos (0)",https://astrocityscrap.com/,1(4),1(5),0 (+1),"Local Pack (1), Videos (0)",https://astrocityscrap.com/
scrap metal near me,49%,3%,1(2),3,2,"Local Pack (1), Images (0), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,2,3,1,"Local Pack (0), Images (1), Videos (0), Thumbnail (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,Not in top 30,Not in top 30,Stays out,Videos (0),,Not in top 30,Not in top 30,Stays out,"Local Pack (0), Videos (0)",
scrap metal near me 77090,96%,1%,1(1),2,1,"Local Pack (1), Images (1), Thumbnail (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,3,2,-1,"Local Pack (0), Images (1), Thumbnail (1), Reviews (0), People Also Ask (0), Ads Bottom (0)",https://astrocityscrap.com/scrap-metal-buyers-near-me-77090/,3,3,0,"Local Pack (0), Videos (0)",https://astrocityscrap.com/scrap-metal-near-me-77090/,2,3,1,Local Pack (0),https://astrocityscrap.com/scrap-metal-buyers-near-me-77090
scrap metal prices houston,78%,-2%,1,3(2),2,"Local Pack (1), Images (1), Videos (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/pricing/,2(1),1(2),-1,"Local Pack (1), Images (1), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,10,14,4,Videos (0),https://astrocityscrap.com/pricing/,18,11,-7,"Local Pack (0), Videos (0)",https://astrocityscrap.com/houston-tx-aluminum-scrap-metal-prices
scrap metal prices near me,49%,6%,2,5,3,"Local Pack (1), Videos (0), People Also Ask (0)",https://astrocityscrap.com/houston-tx-scrap-metal-prices/,1(1),5,4,"Local Pack (1), Videos (0), People Also Ask (0)",https://astrocityscrap.com/,Not in top 30,Not in top 30,Stays out,Videos (0),,Not in top 30,Not in top 30,Stays out,"Local Pack (0), Videos (0)",
scrap metal recycling,43%,0%,5,5,0,"Local Pack (0), Images (0), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,5,5,0,"Local Pack (0), Images (0), Videos (0), Thumbnail (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,Not in top 30,Not in top 30,Stays out,Videos (0),,Not in top 30,Not in top 30,Stays out,"Local Pack (0), Videos (0)",
scrap metal recycling service,37%,1%,8,8,0,"Featured Snippet (0), Local Pack (0), Videos (0), Thumbnail (1), Reviews (0)",https://astrocityscrap.com/houston-tx-copper-scrap-metal-recycling/,10,11,1,"Local Pack (0), Images (0), Videos (0), Thumbnail (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/houston-tx-copper-scrap-metal-recycling/,Not in top 30,Not in top 30,Stays out,Videos (0),,Not in top 30,Not in top 30,Stays out,Local Pack (0),
scrap metal yard Houston TX,93%,18%,4,1(1),-3,"Local Pack (0), Images (0), Videos (0), Thumbnail (1), Reviews (0)",https://astrocityscrap.com/,4,1(1),-3,"Local Pack (0), Images (0), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,4,Not in top 30,Entered,"Local Pack (0), Videos (0)",https://astrocityscrap.com/,1(5),2(3),1,"Local Pack (1), Videos (0)",https://astrocityscrap.com/
scrap metal yard near me,48%,1%,2,2,0,"Local Pack (0), Images (0), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,2,3,1,"Local Pack (0), Images (0), Videos (0), Thumbnail (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,Not in top 30,Not in top 30,Stays out,"Local Pack (0), Videos (0)",,Not in top 30,Not in top 30,Stays out,Local Pack (0),
scrapping yards near me,49%,4%,2,4,2,"Local Pack (0), Images (0), Videos (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,1(1),4,3,"Local Pack (1), Images (0), Videos (0), Thumbnail (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,Not in top 30,Not in top 30,Stays out,Videos (0),,Not in top 30,Not in top 30,Stays out,"Local Pack (0), Videos (0)",
scrap price per ton,40%,-2%,7,6,-1,"Images (0), Videos (0), Thumbnail (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/pricing/,7,6,-1,"Images (0), Videos (0), Thumbnail (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/pricing/,Not in top 30,Not in top 30,Stays out,,,Not in top 30,Not in top 30,Stays out,,
scrap radiators buy,93%,43%,1,1(2),0,"Local Pack (0), Images (0), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/metals-we-accept/radiators/,2,1(2),-1,"Local Pack (0), Images (0), Videos (0), Thumbnail (1), People Also Ask (0)",https://astrocityscrap.com/metals-we-accept/radiators/,9,Not in top 30,Entered,"Local Pack (0), Videos (0)",https://astrocityscrap.com/metals-we-accept/radiators/,1(2),Not in top 30,Entered,"Local Pack (1), Videos (0)",https://astrocityscrap.com/
scrap stainless steel,43%,18%,5,2(1),-3,"Local Pack (0), Images (0), Videos (0), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,6,Not in top 30,Entered,"Local Pack (0), Images (1), Videos (0), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,Not in top 30,Not in top 30,Stays out,"Images (0), Videos (0)",,Not in top 30,Not in top 30,Stays out,"Local Pack (0), Images (0)",
scrap stainless steel company near me,72%,23%,3,1(1),-2,"Local Pack (0), Videos (0), People Also Ask (0)",https://astrocityscrap.com/,3,2,-1,"Local Pack (0), Videos (0), People Also Ask (0)",https://astrocityscrap.com/,Not in top 30,Not in top 30,Stays out,Videos (0),,1(4),Not in top 30,Entered,"Local Pack (1), Videos (0)",https://astrocityscrap.com/
scrap wire,49%,2%,1,4(3),3,"Local Pack (0), Images (1), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/houston-tx-copper-wire-scrap/,2,1(3),-1,"Local Pack (0), Images (1), Videos (0), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/houston-tx-copper-wire-scrap/,Not in top 30,Not in top 30,Stays out,"Images (0), Videos (0)",,Not in top 30,Not in top 30,Stays out,"Images (0), Videos (0)",
scrap yard,58%,9%,4,2,-2,"Local Pack (0), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,4,2,-2,"Local Pack (0), Images (1), Videos (0), Videos (0), Thumbnail (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,16,Not in top 30,Entered,"Local Pack (0), Videos (0)",https://astrocityscrap.com/,Not in top 30,Not in top 30,Stays out,Local Pack (0),
scrap-yard,57%,8%,4,2,-2,"Local Pack (0), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,4,2,-2,"Local Pack (0), Videos (0), Videos (0), Thumbnail (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,17,Not in top 30,Entered,"Images (0), News (0), Videos (0)",https://astrocityscrap.com/,Not in top 30,Not in top 30,Stays out,"Local Pack (0), Images (0)",
scrap yard. near me,48%,2%,2,3,1,"Local Pack (0), Images (1), Videos (0), Thumbnail (1), Reviews (0)",https://astrocityscrap.com/,2,3,1,"Local Pack (0), Images (1), Videos (0), Thumbnail (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,Not in top 30,Not in top 30,Stays out,"Local Pack (0), Videos (0)",,Not in top 30,Not in top 30,Stays out,"Local Pack (0), Videos (0)",
scrap yard houston,86%,10%,1(3),4,3,"Local Pack (1), Images (0), Videos (0), Thumbnail (1), Reviews (0)",https://astrocityscrap.com/,4,4,0,"Local Pack (0), Images (0), Videos (0), Thumbnail (0), Reviews (0)",https://astrocityscrap.com/,15,14,-1,"Local Pack (0), Images (0)",https://astrocityscrap.com/,1(5),11,10,"Local Pack (1), Images (0)",https://astrocityscrap.com/
scrap yard near me,69%,21%,1(1),2,1,"Local Pack (1), Images (1), Videos (0), Thumbnail (1), Reviews (0)",https://astrocityscrap.com/,2,2,0,"Local Pack (0), Images (1), Videos (0), Thumbnail (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,Not in top 30,Not in top 30,Stays out,"Local Pack (0), News (0), Videos (0)",,7,Not in top 30,Entered,"Local Pack (0), Videos (0)",https://astrocityscrap.com
scrap yards.near me,50%,2%,1(1),2,1,"Local Pack (1), Videos (0), Thumbnail (1), Reviews (0)",https://astrocityscrap.com/,1(1),2,1,"Local Pack (1), Videos (0), Thumbnail (0), Reviews (0)",https://astrocityscrap.com/,Not in top 30,Not in top 30,Stays out,"News (0), Videos (0)",,Not in top 30,Not in top 30,Stays out,"Local Pack (0), Videos (0)",
scrap yards buying scrap metals,49%,6%,1,5,4,"Local Pack (0), Images (1), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/houston-tx-scrap-yard/,2,5,3,"Local Pack (0), Images (1), Videos (0), Thumbnail (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/houston-tx-scrap-yard/,Not in top 30,Not in top 30,Stays out,Videos (0),,Not in top 30,Not in top 30,Stays out,Local Pack (0),
scrap yards near me,48%,8%,2,7,5,"Local Pack (0), Videos (0), Thumbnail (1), Reviews (0)",https://astrocityscrap.com/,2,7,5,"Local Pack (0), Videos (0), Thumbnail (0), Reviews (0)",https://astrocityscrap.com/,Not in top 30,Not in top 30,Stays out,Videos (0),,Not in top 30,Not in top 30,Stays out,"Local Pack (0), Videos (0)",
scrap yards open today,48%,-25%,2,2,0,"Local Pack (0), Images (1), Videos (0), People Also Ask (0)",https://astrocityscrap.com/houston-tx-scrap-yards-open-today-near-me/,2,2,0,"Local Pack (0), Images (1), Videos (0), People Also Ask (0)",https://astrocityscrap.com/houston-tx-scrap-yards-open-today-near-me/,Not in top 30,Not in top 30,Stays out,"Local Pack (0), Videos (0)",,Not in top 30,1(5),Dropped,Local Pack (0),
sell metals to scrap near me,72%,22%,3,1(3),-2,"Local Pack (0), Videos (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,4,1(3),-3,"Local Pack (0), Videos (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,13,Not in top 30,Entered,"Local Pack (0), Videos (0)",https://astrocityscrap.com/,18,Not in top 30,Entered,"Local Pack (0), Videos (0)",https://astrocityscrap.com
sell scrap metal 77008,100%,1%,1(2),1(4),0 (+2),"Local Pack (1), Images (1), Thumbnail (1), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,1(1),1(4),0 (+3),"Local Pack (1), Images (1), Thumbnail (1), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,1,2,1,,https://astrocityscrap.com/sell-scrap-metal-77008/,1(2),1(2),0,Local Pack (1),https://astrocityscrap.com/
"sell scrap metal Harris County, TX",94%,-1%,4,4,0,"Featured Snippet (0), Local Pack (0), Images (1), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,4,3,-1,"Local Pack (0), Images (1), Videos (0), Thumbnail (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,2,1,-1,Local Pack (0),https://astrocityscrap.com/sell-scrap-metal-harris-county-tx/,1,2,1,Local Pack (1),https://astrocityscrap.com/sell-scrap-metal-harris-county-tx
"sell scrap metal Houston, TX",90%,22%,1(1),1(3),0 (+2),"Local Pack (1), Images (1), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,1(1),1(3),0 (+2),"Local Pack (1), Images (1), Videos (0), Thumbnail (0), People Also Ask (0)",https://astrocityscrap.com/,13,22,9,"Local Pack (0), Videos (0)",https://astrocityscrap.com/,1(4),18,17,"Local Pack (1), Videos (0)",https://astrocityscrap.com/
sell scrap metal near me,50%,3%,1,3,2,"Local Pack (1), Images (0), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,1(1),3,2,"Local Pack (1), Images (1), Videos (0), Thumbnail (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,Not in top 30,Not in top 30,Stays out,Videos (0),,Not in top 30,Not in top 30,Stays out,"Local Pack (0), Videos (0)",
sell scrap metal near me 77008,100%,3%,1(1),2,1,"Local Pack (1), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,1(3),2,1,"Local Pack (1), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,1,2,1,,https://astrocityscrap.com/sell-scrap-metal-77008/,1(3),1(2),0 (-1),"Local Pack (1), Videos (0)",https://astrocityscrap.com/
"sell scrap metal near me Harris County, TX",96%,-2%,3,2,-1,"Local Pack (0), Videos (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/harris-county-tx-scrap-metal-for-cash-near-me/,3,2,-1,"Local Pack (0), Videos (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/harris-county-tx-scrap-metal-for-cash-near-me/,2,1,-1,Local Pack (0),https://astrocityscrap.com/sell-scrap-metal-harris-county-tx/,1(4),1(4),0,Local Pack (1),https://astrocityscrap.com/
"sell scrap metal near me Houston, TX",97%,49%,1(1),2,1,"Local Pack (1), Videos (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,1(3),3,2,"Local Pack (1), Videos (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,4,Not in top 30,Entered,Local Pack (0),https://astrocityscrap.com/,2(5),Not in top 30,Entered,Local Pack (1),https://astrocityscrap.com/
"sell scrap metal near me The Heights, TX",100%,0%,1(1),1(2),0 (+1),"Local Pack (1), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,1(1),1(3),0 (+2),"Local Pack (1), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,1,1,0,,https://astrocityscrap.com/where-to-sell-scrap-metal-the-heights-tx/,1(1),1(2),0 (+1),Local Pack (1),https://astrocityscrap.com/
"sell scrap metal The Heights, TX",100%,0%,1(1),1(1),0,"Local Pack (1), Images (1), Thumbnail (1), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,1(1),1(2),0 (+1),"Local Pack (1), Images (1), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,1,1,0,,https://astrocityscrap.com/sell-scrap-metal-the-heights-tx/,1,1(1),0,Local Pack (1),https://astrocityscrap.com/sell-scrap-metal-the-heights-tx
steel scrap rate,44%,2%,4,5,1,"Videos (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/houston-tx-scrap-metal-prices/,5,6,1,"Images (0), Videos (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/houston-tx-scrap-metal-prices/,Not in top 30,Not in top 30,Stays out,Videos (0),,Not in top 30,Not in top 30,Stays out,Videos (0),
what are radiators made of,0%,-19%,Not in top 30,20,Dropped,"Featured Snippet (0), Videos (0), Thumbnail (0), Reviews (0), People Also Ask (0)",,Not in top 30,19,Dropped,"Featured Snippet (0), Images (0), Videos (0), Videos (0), Reviews (0), People Also Ask (0)",,Not in top 30,Not in top 30,Stays out,"Images (0), Videos (0)",,Not in top 30,Not in top 30,Stays out,,
where to buy scrap lead,48%,-2%,2,1(2),-1,"Local Pack (0), Images (1), Thumbnail (1), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/houston-tx-scrap-lead-near-me/,2,1(2),-1,"Local Pack (0), Images (1), Thumbnail (1), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/houston-tx-scrap-lead-near-me/,Not in top 30,Not in top 30,Stays out,Videos (0),,Not in top 30,Not in top 30,Stays out,"Local Pack (0), Videos (0)",
where to find scrap lead,48%,-1%,3,2(1),-1,"Videos (0), Thumbnail (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/houston-tx-scrap-lead-near-me/,2,2(1),0,"Local Pack (1), Images (0), Videos (0), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/houston-tx-scrap-lead-near-me/,Not in top 30,Not in top 30,Stays out,Videos (0),,Not in top 30,Not in top 30,Stays out,,
where to sell metals near me,48%,-25%,3,3,0,"Local Pack (1), Videos (0), People Also Ask (0)",https://astrocityscrap.com/,1(3),1(2),0 (-1),"Local Pack (1), Videos (0), People Also Ask (0)",https://astrocityscrap.com/,Not in top 30,Not in top 30,Stays out,Videos (0),,Not in top 30,1(4),Dropped,"Local Pack (0), Videos (0)",
